Gene stable ID	Gene stable ID version	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene name	Source of gene name	NCBI gene ID	UniProtKB Gene Name ID	EntrezGene transcript name ID
ENSCAFG00000002113	ENSCAFG00000002113.5	1	93459945	93474793	INSL6	VGNC Symbol	476343		
ENSCAFG00000004185	ENSCAFG00000004185.5	1	108916353	108936337	TMEM160	VGNC Symbol			
ENSCAFG00000024225	ENSCAFG00000024225.4	1	101745133	101756638	ZNF444	VGNC Symbol	611205	E2R752	
ENSCAFG00000049547	ENSCAFG00000049547.1	1	113791059	113793091					
ENSCAFG00000000103	ENSCAFG00000000103.4	1	17154193	17257227	ZNF532	VGNC Symbol		E2QW50	
ENSCAFG00000049408	ENSCAFG00000049408.1	1	93354004	93354729					
ENSCAFG00000027926	ENSCAFG00000027926.1	1	93339809	93339913	U6	RFAM			
ENSCAFG00000020530	ENSCAFG00000020530.1	1	93194309	93194399	MIR101-2	HGNC Symbol			
ENSCAFG00000029589	ENSCAFG00000029589.2	1	101722805	101730046	GALP	VGNC Symbol	102151546		
ENSCAFG00000032405	ENSCAFG00000032405.2	1	108893170	108936337	NPAS1	VGNC Symbol	484424	J9P6G5	
ENSCAFG00000041775	ENSCAFG00000041775.1	1	95773082	95809516					
ENSCAFG00000000664	ENSCAFG00000000664.4	1	48329211	48349088	RSPH3	VGNC Symbol	484057		
ENSCAFG00000035094	ENSCAFG00000035094.2	1	95768577	95773009					
ENSCAFG00000049267	ENSCAFG00000049267.1	1	48243659	48244813					
ENSCAFG00000040711	ENSCAFG00000040711.2	1	48217649	48226696					
ENSCAFG00000041223	ENSCAFG00000041223.1	1	48230901	48238538					
ENSCAFG00000004182	ENSCAFG00000004182.6	1	108852505	108896186	ZC3H4	VGNC Symbol			
ENSCAFG00000031430	ENSCAFG00000031430.2	1	95759103	95760391					
ENSCAFG00000045575	ENSCAFG00000045575.1	1	95748894	95750173					
ENSCAFG00000032292	ENSCAFG00000032292.1	1	108797439	108797545	U6	RFAM			
ENSCAFG00000043938	ENSCAFG00000043938.1	1	101710258	101714323			100686431		
ENSCAFG00000007457	ENSCAFG00000007457.4	1	119009609	119053140	GPATCH1	VGNC Symbol	476495	F1P8I4	
ENSCAFG00000048121	ENSCAFG00000048121.1	1	101670790	101702951	EDDM13	HGNC Symbol			
ENSCAFG00000000101	ENSCAFG00000000101.3	1	17074793	17143741			610160		
ENSCAFG00000046797	ENSCAFG00000046797.1	1	84877792	84908869					
ENSCAFG00000042929	ENSCAFG00000042929.1	1	84775753	84796941					
ENSCAFG00000000168	ENSCAFG00000000168.4	1	23985994	24025747	ME2	VGNC Symbol	476198		
ENSCAFG00000003604	ENSCAFG00000003604.5	1	106895408	106899222	RRAS	VGNC Symbol	476413	E2R5G6	
ENSCAFG00000003597	ENSCAFG00000003597.6	1	106880182	106891042	SCAF1	VGNC Symbol	484376	J9NXB8	
ENSCAFG00000002479	ENSCAFG00000002479.4	1	101605666	101630380	ZNF667	VGNC Symbol	100687632	E2R746	
ENSCAFG00000000661	ENSCAFG00000000661.4	1	48160206	48210036	EZR	VGNC Symbol	484056	E2RSI6	
ENSCAFG00000001778	ENSCAFG00000001778.4	1	84744163	84763011	ANXA1	VGNC Symbol	476322	F1P6B7	
ENSCAFG00000031296	ENSCAFG00000031296.2	1	101576442	101590184	ZNF583	VGNC Symbol			
ENSCAFG00000044501	ENSCAFG00000044501.1	1	84714513	84727681					
ENSCAFG00000000166	ENSCAFG00000000166.4	1	23960723	23969405	ELAC1	VGNC Symbol	476197	E2R4S6	
ENSCAFG00000044237	ENSCAFG00000044237.1	1	84666604	84687528					
ENSCAFG00000045723	ENSCAFG00000045723.1	1	84523443	84530112					
ENSCAFG00000022112	ENSCAFG00000022112.1	1	84163758	84163863	U6	RFAM			
ENSCAFG00000047581	ENSCAFG00000047581.1	1	84245844	84245926	U4	RFAM			
ENSCAFG00000029312	ENSCAFG00000029312.2	1	101550430	101566186	ZNF582	VGNC Symbol	100686346	J9NXG2	
ENSCAFG00000001773	ENSCAFG00000001773.4	1	84078063	84078499					
ENSCAFG00000041338	ENSCAFG00000041338.1	1	83885735	83909501					
ENSCAFG00000004180	ENSCAFG00000004180.4	1	108749061	108859797	SAE1	VGNC Symbol	476425	E2RSL5	
ENSCAFG00000030221	ENSCAFG00000030221.2	1	101484772	101498586	ZNF471	HGNC Symbol	611144	J9P9Z4	
ENSCAFG00000000100	ENSCAFG00000000100.4	1	17020493	17036187	SEC11C	VGNC Symbol	404003		
ENSCAFG00000001772	ENSCAFG00000001772.4	1	83855131	83855630					
ENSCAFG00000005469	ENSCAFG00000005469.5	1	113759423	113788447	SUPT5H	VGNC Symbol	476462	E2RLS8	
ENSCAFG00000023899	ENSCAFG00000023899.4	1	110805089	110827606	CEACAM20	VGNC Symbol	476441	J9NS18	
ENSCAFG00000002102	ENSCAFG00000002102.4	1	93142635	93435997	JAK2	VGNC Symbol	484183	E2RPW6	
ENSCAFG00000002102	ENSCAFG00000002102.4	1	93142635	93435997	JAK2	VGNC Symbol	484185	E2RPW6	
ENSCAFG00000004668	ENSCAFG00000004668.5	1	110723514	110736730	IGSF23	VGNC Symbol	612360		
ENSCAFG00000000353	ENSCAFG00000000353.5	1	38271154	38434042	STXBP5	VGNC Symbol	476237	E2R4F7	
ENSCAFG00000030145	ENSCAFG00000030145.3	1	95547843	95707471	AUH	VGNC Symbol	476348	J9P2R5	
ENSCAFG00000004666	ENSCAFG00000004666.4	1	110697911	110754296	PVR	HGNC Symbol	476439	F1PVS7	
ENSCAFG00000007440	ENSCAFG00000007440.4	1	118962605	119007759	WDR88	VGNC Symbol	476494	E2RIP4	
ENSCAFG00000031973	ENSCAFG00000031973.2	1	108741713	108749946			612153		
ENSCAFG00000027965	ENSCAFG00000027965.1	1	110690529	110690710					
ENSCAFG00000047138	ENSCAFG00000047138.1	1	38241955	38262516					
ENSCAFG00000043907	ENSCAFG00000043907.1	1	95529161	95544579					
ENSCAFG00000007433	ENSCAFG00000007433.5	1	118926861	118929769	LRP3	VGNC Symbol			
ENSCAFG00000002169	ENSCAFG00000002169.1	1	95508764	95510152	NFIL3	VGNC Symbol	100855456	E2RK41	
ENSCAFG00000002085	ENSCAFG00000002085.2	1	93139256	93140204					
ENSCAFG00000007422	ENSCAFG00000007422.4	1	118907184	118923215	SLC7A10	VGNC Symbol	484599		
ENSCAFG00000000099	ENSCAFG00000000099.5	1	16975113	16987531	GRP	VGNC Symbol	610154		
ENSCAFG00000029107	ENSCAFG00000029107.2	1	38079041	38080372					
ENSCAFG00000000659	ENSCAFG00000000659.4	1	48067612	48159936	SYTL3	VGNC Symbol	484055	E2RSJ5	
ENSCAFG00000031694	ENSCAFG00000031694.1	1	95419643	95419990					
ENSCAFG00000037540	ENSCAFG00000037540.2	1	118885297	118888688					
ENSCAFG00000000164	ENSCAFG00000000164.4	1	23882139	23969405	SMAD4	VGNC Symbol	476196	F1PAY5	
ENSCAFG00000049147	ENSCAFG00000049147.1	1	118875435	118876953					
ENSCAFG00000045485	ENSCAFG00000045485.1	1	118849959	118880435					
ENSCAFG00000045751	ENSCAFG00000045751.1	1	23850508	23852758					
ENSCAFG00000029871	ENSCAFG00000029871.2	1	110666422	110847697	ZNF180	VGNC Symbol	100685461	J9P5R0	
ENSCAFG00000026151	ENSCAFG00000026151.1	1	16953220	16953408	U2	RFAM			
ENSCAFG00000000162	ENSCAFG00000000162.4	1	23818099	23836297	MEX3C	VGNC Symbol			
ENSCAFG00000000098	ENSCAFG00000000098.4	1	16940658	16943633	RAX	VGNC Symbol			
ENSCAFG00000007407	ENSCAFG00000007407.4	1	118849186	118849665					
ENSCAFG00000049397	ENSCAFG00000049397.1	1	23758802	23764587					
ENSCAFG00000026106	ENSCAFG00000026106.1	1	23640247	23640353	U6	RFAM			
ENSCAFG00000048103	ENSCAFG00000048103.1	1	23459339	23475510					
ENSCAFG00000003594	ENSCAFG00000003594.4	1	106875118	106879065	IRF3	VGNC Symbol	476412		
ENSCAFG00000045377	ENSCAFG00000045377.1	1	23430708	23443080					
ENSCAFG00000046956	ENSCAFG00000046956.1	1	23049238	23077372					
ENSCAFG00000001769	ENSCAFG00000001769.5	1	83476816	83666061	RORB	VGNC Symbol	484164		
ENSCAFG00000024289	ENSCAFG00000024289.4	1	101456438	101475421	ZFP28	VGNC Symbol	611144	J9P0I0	
ENSCAFG00000029063	ENSCAFG00000029063.2	1	108705658	108719411	CCDC9	HGNC Symbol			
ENSCAFG00000002083	ENSCAFG00000002083.4	1	93088041	93094964			476342		
ENSCAFG00000000096	ENSCAFG00000000096.4	1	16900826	16922140	CPLX4	VGNC Symbol	612922		
ENSCAFG00000021272	ENSCAFG00000021272.1	1	106862766	106862897	U4	RFAM			
ENSCAFG00000005445	ENSCAFG00000005445.5	1	113749994	113757930	TIMM50	VGNC Symbol		E2RC78	
ENSCAFG00000002103	ENSCAFG00000002103.4	1	22298104	22299103					
ENSCAFG00000022081	ENSCAFG00000022081.1	1	22127357	22127546	U2	RFAM			
ENSCAFG00000045196	ENSCAFG00000045196.1	1	22124476	22124592					
ENSCAFG00000031422	ENSCAFG00000031422.1	1	21981346	21981452	U6	RFAM			
ENSCAFG00000005439	ENSCAFG00000005439.5	1	113721632	113730502			100303414		
ENSCAFG00000005434	ENSCAFG00000005434.4	1	113711143	113711919					
ENSCAFG00000028731	ENSCAFG00000028731.2	1	108704658	108705094					
ENSCAFG00000049820	ENSCAFG00000049820.1	1	108700278	108702966					
ENSCAFG00000032312	ENSCAFG00000032312.2	1	101429888	101445460	ZNF470	HGNC Symbol			
ENSCAFG00000002081	ENSCAFG00000002081.4	1	93056985	93082638	CDC37L1	VGNC Symbol	476341	E2RAH6	
ENSCAFG00000002075	ENSCAFG00000002075.3	1	93037252	93038181	PLPP6	VGNC Symbol	609595	F1PUW1	
ENSCAFG00000004175	ENSCAFG00000004175.4	1	108659637	108675401	C5AR1	VGNC Symbol	442974	F1PRW2	
ENSCAFG00000032211	ENSCAFG00000032211.2	1	101405686	101424358	ZNF71	VGNC Symbol	608859	J9NSL7	
ENSCAFG00000041766	ENSCAFG00000041766.1	1	101405620	101406645					
ENSCAFG00000007124	ENSCAFG00000007124.4	1	117453272	117456193	FXYD3	VGNC Symbol	612671		
ENSCAFG00000004173	ENSCAFG00000004173.3	1	108644945	108645958	C5AR2	VGNC Symbol	612145	F1PRW3	
ENSCAFG00000045801	ENSCAFG00000045801.1	1	101395149	101396404					
ENSCAFG00000046876	ENSCAFG00000046876.1	1	101369920	101378278					
ENSCAFG00000003589	ENSCAFG00000003589.4	1	106849864	106874075	PRMT1	VGNC Symbol	476411	F6XFY9	
ENSCAFG00000030761	ENSCAFG00000030761.2	1	101354359	101360086	ZNF835	VGNC Symbol	102156834		
ENSCAFG00000021551	ENSCAFG00000021551.1	1	101350941	101351054	U6	RFAM			
ENSCAFG00000031255	ENSCAFG00000031255.1	1	101336318	101336824			102157014	J9P437	
ENSCAFG00000004161	ENSCAFG00000004161.5	1	108591589	108604040	MEIS3	VGNC Symbol	484421		
ENSCAFG00000028797	ENSCAFG00000028797.2	1	106847633	106848510	ADM5	HGNC Symbol	100856623		
ENSCAFG00000039644	ENSCAFG00000039644.2	1	37936416	37990481					
ENSCAFG00000041477	ENSCAFG00000041477.1	1	37927529	38111772					
ENSCAFG00000002453	ENSCAFG00000002453.4	1	101320067	101321376					
ENSCAFG00000000094	ENSCAFG00000000094.4	1	16869121	16894786	LMAN1	VGNC Symbol	476186	E2QW60	
ENSCAFG00000042363	ENSCAFG00000042363.1	1	16853618	16869100					
ENSCAFG00000007111	ENSCAFG00000007111.4	1	117444941	117452381	LGI4	VGNC Symbol	484582	F1PKP8	
ENSCAFG00000029760	ENSCAFG00000029760.2	1	101309374	101310498					
ENSCAFG00000023693	ENSCAFG00000023693.4	1	37752823	37914356	ADGB	VGNC Symbol	100856646	L7N048	
ENSCAFG00000049907	ENSCAFG00000049907.1	1	101292824	101293798			102154839		
ENSCAFG00000004140	ENSCAFG00000004140.5	1	108544509	108575891	SLC8A2	VGNC Symbol	484420		
ENSCAFG00000030384	ENSCAFG00000030384.2	1	37712142	37718266	RAB32	VGNC Symbol			
ENSCAFG00000002072	ENSCAFG00000002072.5	1	92994946	93041135	SPATA6L	VGNC Symbol			
ENSCAFG00000044439	ENSCAFG00000044439.1	1	101283215	101284659			102154754		
ENSCAFG00000024642	ENSCAFG00000024642.3	1	101257121	101258281					
ENSCAFG00000028855	ENSCAFG00000028855.2	1	101163838	101181088			102154522		
ENSCAFG00000003568	ENSCAFG00000003568.4	1	106826303	106846446	CPT1C	VGNC Symbol	100856778	E2R6D5	
ENSCAFG00000048459	ENSCAFG00000048459.1	1	101137380	101172641					
ENSCAFG00000004121	ENSCAFG00000004121.4	1	108535681	108543164	KPTN	VGNC Symbol	612136	F1PQA4	
ENSCAFG00000000093	ENSCAFG00000000093.4	1	16597334	16819894	CCBE1	VGNC Symbol	610092	F1PVD1	
ENSCAFG00000002441	ENSCAFG00000002441.4	1	101136500	101151729			102156157		
ENSCAFG00000005428	ENSCAFG00000005428.5	1	113644100	113828488	DYRK1B	VGNC Symbol	476463		
ENSCAFG00000005428	ENSCAFG00000005428.5	1	113644100	113828488	DYRK1B	VGNC Symbol	484506		
ENSCAFG00000044333	ENSCAFG00000044333.1	1	16516913	16517122					
ENSCAFG00000042142	ENSCAFG00000042142.1	1	16488754	16503516					
ENSCAFG00000000157	ENSCAFG00000000157.5	1	21793328	22494967	DCC	VGNC Symbol			
ENSCAFG00000001751	ENSCAFG00000001751.5	1	83308788	83436644	TRPM6	VGNC Symbol			
ENSCAFG00000001064	ENSCAFG00000001064.4	1	65590758	65591208					
ENSCAFG00000047896	ENSCAFG00000047896.1	1	65521788	65561232					
ENSCAFG00000041968	ENSCAFG00000041968.1	1	65429944	65433161					
ENSCAFG00000004170	ENSCAFG00000004170.5	1	108521685	108634105	DHX34	VGNC Symbol	484422	E2RTK2	
ENSCAFG00000002067	ENSCAFG00000002067.2	1	92898274	92978260	SLC1A1	VGNC Symbol	403751	F1PUW7	
ENSCAFG00000000338	ENSCAFG00000000338.4	1	37206542	37598134	GRM1	VGNC Symbol	484024	F1P8D2	
ENSCAFG00000044841	ENSCAFG00000044841.1	1	65383389	65383883					
ENSCAFG00000029153	ENSCAFG00000029153.2	1	101098669	101121032	PEG3	VGNC Symbol	476371	J9P0V8	
ENSCAFG00000046370	ENSCAFG00000046370.1	1	65237957	65255953					
ENSCAFG00000048588	ENSCAFG00000048588.1	1	16473001	16486109					
ENSCAFG00000044564	ENSCAFG00000044564.1	1	65206264	65208648					
ENSCAFG00000005412	ENSCAFG00000005412.4	1	113632929	113643748	FBL	VGNC Symbol	476460	F1PQN3	
ENSCAFG00000044428	ENSCAFG00000044428.1	1	101025097	101041389					
ENSCAFG00000045202	ENSCAFG00000045202.1	1	101078237	101091443					
ENSCAFG00000002431	ENSCAFG00000002431.4	1	100884526	100896931					
ENSCAFG00000007095	ENSCAFG00000007095.4	1	117430865	117439718	FXYD1	VGNC Symbol	476487	F1PKS7	
ENSCAFG00000023297	ENSCAFG00000023297.2	1	100834115	100837329	AURKC	VGNC Symbol	102155400		
ENSCAFG00000007093	ENSCAFG00000007093.4	1	117362123	117366945	FAM187B	VGNC Symbol	612665	E2RLR9	
ENSCAFG00000029729	ENSCAFG00000029729.2	1	83243848	83249675	C1H9orf40	VGNC Symbol	608611		
ENSCAFG00000001703	ENSCAFG00000001703.4	1	83188747	83227488	CARNMT1	VGNC Symbol	476320	F1P8V7	
ENSCAFG00000026053	ENSCAFG00000026053.1	1	83161008	83161121					
ENSCAFG00000001702	ENSCAFG00000001702.4	1	83140554	83162374	NMRK1	VGNC Symbol	484162	E2RHE8	
ENSCAFG00000023829	ENSCAFG00000023829.1	1	16469793	16472910	PMAIP1	VGNC Symbol	100502558	Q1PCT2	
ENSCAFG00000030666	ENSCAFG00000030666.1	1	16413873	16413979	U6	RFAM			
ENSCAFG00000043610	ENSCAFG00000043610.1	1	16310536	16311873					
ENSCAFG00000030732	ENSCAFG00000030732.2	1	100811980	100865976	ZNF543	HGNC Symbol			
ENSCAFG00000001699	ENSCAFG00000001699.5	1	83085440	83188819	OSTF1	VGNC Symbol	484161		
ENSCAFG00000028239	ENSCAFG00000028239.1	1	16244470	16244613	U1	RFAM			
ENSCAFG00000045046	ENSCAFG00000045046.1	1	82748845	82791063					
ENSCAFG00000038859	ENSCAFG00000038859.2	1	82688919	82746834					
ENSCAFG00000000090	ENSCAFG00000000090.4	1	16131589	16133079	MC4R	VGNC Symbol	483961	Q4JIV8	
ENSCAFG00000030247	ENSCAFG00000030247.2	1	100740374	100768032	ZNF304	VGNC Symbol	476369	J9NWH3	
ENSCAFG00000032401	ENSCAFG00000032401.2	1	100723781	100731275					
ENSCAFG00000000089	ENSCAFG00000000089.4	1	15982109	16012011					
ENSCAFG00000049792	ENSCAFG00000049792.1	1	15656615	15661558					
ENSCAFG00000042743	ENSCAFG00000042743.1	1	15587355	15589873					
ENSCAFG00000022274	ENSCAFG00000022274.1	1	15579037	15579141	U6	RFAM			
ENSCAFG00000028833	ENSCAFG00000028833.2	1	100697992	100730854					
ENSCAFG00000030603	ENSCAFG00000030603.2	1	100672725	100680141					
ENSCAFG00000028063	ENSCAFG00000028063.1	1	21541326	21541438					
ENSCAFG00000000086	ENSCAFG00000000086.4	1	15183350	15234880	CDH20	VGNC Symbol	483959	F1PVD5	
ENSCAFG00000042349	ENSCAFG00000042349.1	1	15102575	15115290					
ENSCAFG00000042604	ENSCAFG00000042604.1	1	15058594	15067730					
ENSCAFG00000032187	ENSCAFG00000032187.1	1	14985769	14986380	RNF152	VGNC Symbol	609935	J9NXR2	
ENSCAFG00000034324	ENSCAFG00000034324.2	1	14899889	14904759					
ENSCAFG00000050026	ENSCAFG00000050026.1	1	14853694	14917486					
ENSCAFG00000030620	ENSCAFG00000030620.2	1	21462801	21463070	TIMM9	VGNC Symbol			
ENSCAFG00000041012	ENSCAFG00000041012.1	1	21295436	21296805					
ENSCAFG00000007175	ENSCAFG00000007175.4	1	100638634	100644511	ZNF772	HGNC Symbol	484262	J9NS72	
ENSCAFG00000048559	ENSCAFG00000048559.1	1	14813387	14813829					
ENSCAFG00000047826	ENSCAFG00000047826.1	1	65203969	65205318					
ENSCAFG00000028105	ENSCAFG00000028105.1	1	65184116	65184217	U6	RFAM			
ENSCAFG00000042474	ENSCAFG00000042474.1	1	104825874	104834210					
ENSCAFG00000027262	ENSCAFG00000027262.2	1	65180941	65181041	U6	RFAM			
ENSCAFG00000032711	ENSCAFG00000032711.2	1	21235967	21283346	MBD2	VGNC Symbol			
ENSCAFG00000032029	ENSCAFG00000032029.2	1	104785663	104804943	ZNF677	HGNC Symbol		J9NYQ6	
ENSCAFG00000044150	ENSCAFG00000044150.1	1	104785535	104785677	cfa-mir-8891	miRBase	104797005		
ENSCAFG00000029836	ENSCAFG00000029836.2	1	65171779	65178559	CENPW	VGNC Symbol	100855910	J9P4X1	
ENSCAFG00000044573	ENSCAFG00000044573.1	1	92780041	92824001					
ENSCAFG00000027163	ENSCAFG00000027163.1	1	92540530	92540635	U6	RFAM			
ENSCAFG00000041111	ENSCAFG00000041111.1	1	64885850	64886050	U4	RFAM			
ENSCAFG00000000150	ENSCAFG00000000150.4	1	21163140	21187947	POLI	VGNC Symbol	100683243	F1PDA5	
ENSCAFG00000031784	ENSCAFG00000031784.2	1	100620837	100633390	ZNF773	HGNC Symbol			
ENSCAFG00000000149	ENSCAFG00000000149.4	1	21126302	21142190	STARD6	VGNC Symbol	476193	E2R5L3	
ENSCAFG00000044077	ENSCAFG00000044077.1	1	104781549	104920303					
ENSCAFG00000041904	ENSCAFG00000041904.1	1	100599767	100603494					
ENSCAFG00000002763	ENSCAFG00000002763.4	1	104762994	104774763			100855990	E2R950	
ENSCAFG00000031499	ENSCAFG00000031499.2	1	92282164	92734468	GLIS3	VGNC Symbol	484179	J9P7P4	
ENSCAFG00000034142	ENSCAFG00000034142.2	1	92166194	92186677					
ENSCAFG00000032253	ENSCAFG00000032253.2	1	100564170	100572866			100685462		
ENSCAFG00000041099	ENSCAFG00000041099.1	1	104749892	104753539					
ENSCAFG00000004112	ENSCAFG00000004112.4	1	108510931	108532881	NAPA	VGNC Symbol	612960	E2RQE7	
ENSCAFG00000049751	ENSCAFG00000049751.1	1	104736725	104748070					
ENSCAFG00000042691	ENSCAFG00000042691.1	1	91974553	91976901					
ENSCAFG00000048255	ENSCAFG00000048255.1	1	104730848	104731194					
ENSCAFG00000004103	ENSCAFG00000004103.6	1	108461376	108505830	ZNF541	VGNC Symbol	484419		
ENSCAFG00000023300	ENSCAFG00000023300.3	1	100547166	100575727			491462	J9PAM8	
ENSCAFG00000029067	ENSCAFG00000029067.2	1	104694519	104735806			111089988	J9NXL5	
ENSCAFG00000004095	ENSCAFG00000004095.4	1	108318680	108345885	EHD2	VGNC Symbol	484417		
ENSCAFG00000001057	ENSCAFG00000001057.5	1	64834770	65064562	TRMT11	VGNC Symbol	476285		
ENSCAFG00000026143	ENSCAFG00000026143.1	1	108313897	108314029					
ENSCAFG00000026801	ENSCAFG00000026801.1	1	108308198	108308306	SNORD23	HGNC Symbol			
ENSCAFG00000029058	ENSCAFG00000029058.2	1	104670684	104688413					
ENSCAFG00000000147	ENSCAFG00000000147.4	1	21074022	21122897	C1H18orf54	VGNC Symbol	476192	E2R5L4	
ENSCAFG00000005406	ENSCAFG00000005406.4	1	113590704	113625932					
ENSCAFG00000046072	ENSCAFG00000046072.1	1	21062630	21072603					
ENSCAFG00000040083	ENSCAFG00000040083.2	1	20987384	20995755					
ENSCAFG00000002421	ENSCAFG00000002421.4	1	100512229	100518637	ZNF550	VGNC Symbol	102155260	F1PVF7	
ENSCAFG00000004080	ENSCAFG00000004080.5	1	108307042	108316495	NOP53	VGNC Symbol	476424		
ENSCAFG00000005398	ENSCAFG00000005398.4	1	113548373	113557630	PSMC4	VGNC Symbol	100855613	E2RH48	
ENSCAFG00000025793	ENSCAFG00000025793.2	1	113534375	113534483	U6	RFAM			
ENSCAFG00000046585	ENSCAFG00000046585.1	1	104541071	104543718					
ENSCAFG00000002419	ENSCAFG00000002419.4	1	100478131	100480205					
ENSCAFG00000048373	ENSCAFG00000048373.1	1	104473842	104475170					
ENSCAFG00000001690	ENSCAFG00000001690.5	1	82090664	82555145	PCSK5	VGNC Symbol		J9PBB8	
ENSCAFG00000042267	ENSCAFG00000042267.1	1	100464314	100465068					
ENSCAFG00000002412	ENSCAFG00000002412.4	1	100461614	100463212					
ENSCAFG00000029649	ENSCAFG00000029649.2	1	100437355	100440836	ZNF551	HGNC Symbol			
ENSCAFG00000032613	ENSCAFG00000032613.2	1	113525236	113527294					
ENSCAFG00000030179	ENSCAFG00000030179.3	1	82059631	82069257	RFK	VGNC Symbol	484159		
ENSCAFG00000050011	ENSCAFG00000050011.1	1	100417729	100419363			102154961		
ENSCAFG00000049003	ENSCAFG00000049003.1	1	81948496	82018474					
ENSCAFG00000002053	ENSCAFG00000002053.5	1	91778481	92059792	RFX3	VGNC Symbol	476339		
ENSCAFG00000047127	ENSCAFG00000047127.1	1	81912013	81913733					
ENSCAFG00000014217	ENSCAFG00000014217.4	1	100401856	100403888					
ENSCAFG00000022899	ENSCAFG00000022899.1	1	81773172	81773275	U6	RFAM			
ENSCAFG00000041698	ENSCAFG00000041698.1	1	113506590	113525114			100684414		
ENSCAFG00000043119	ENSCAFG00000043119.1	1	113492937	113493846	CANFAMV1R558	NCBI gene	111818959		CANFAMV1R558-201
ENSCAFG00000002042	ENSCAFG00000002042.4	1	91490016	91648596					
ENSCAFG00000042880	ENSCAFG00000042880.1	1	20941173	20948707					
ENSCAFG00000028864	ENSCAFG00000028864.2	1	100368240	100378481			610960		
ENSCAFG00000048508	ENSCAFG00000048508.1	1	113431104	113435656					
ENSCAFG00000028993	ENSCAFG00000028993.2	1	20903172	20907245			610632	J9NX60	
ENSCAFG00000031283	ENSCAFG00000031283.2	1	100344965	100351545	ZNF134	HGNC Symbol	100684902	J9NWE3	
ENSCAFG00000003541	ENSCAFG00000003541.5	1	106751800	106784663	AP2A1	VGNC Symbol	484375		
ENSCAFG00000005393	ENSCAFG00000005393.5	1	113422518	113428688	MAP3K10	VGNC Symbol			
ENSCAFG00000002035	ENSCAFG00000002035.4	1	91391627	91436310	PUM3	VGNC Symbol	476337	E2RBF2	
ENSCAFG00000004074	ENSCAFG00000004074.5	1	108285443	108289568	SELENOW	VGNC Symbol	612109	F6UQT0	
ENSCAFG00000000145	ENSCAFG00000000145.4	1	20700514	20832975	RAB27B	VGNC Symbol	483974		
ENSCAFG00000049203	ENSCAFG00000049203.1	1	100279289	100285224					
ENSCAFG00000030130	ENSCAFG00000030130.2	1	113419715	113422045	TTC9B	VGNC Symbol	100855596	J9NY10	
ENSCAFG00000032730	ENSCAFG00000032730.2	1	100277802	100280063					
ENSCAFG00000002032	ENSCAFG00000002032.4	1	91338401	91349967	KCNV2	VGNC Symbol	609438		
ENSCAFG00000028494	ENSCAFG00000028494.2	1	100226607	100253007					
ENSCAFG00000049889	ENSCAFG00000049889.1	1	100141131	100141760					
ENSCAFG00000000335	ENSCAFG00000000335.4	1	37077949	37163041	SHPRH	VGNC Symbol	476233		
ENSCAFG00000001047	ENSCAFG00000001047.4	1	64664571	64815219	NCOA7	VGNC Symbol	476283	F1PKB4	
ENSCAFG00000047812	ENSCAFG00000047812.1	1	104421922	104460094					
ENSCAFG00000030355	ENSCAFG00000030355.2	1	113415225	113416496	CNTD2	HGNC Symbol			
ENSCAFG00000042064	ENSCAFG00000042064.1	1	104420995	104435066					
ENSCAFG00000047422	ENSCAFG00000047422.1	1	100140105	100141201					
ENSCAFG00000038120	ENSCAFG00000038120.2	1	64654552	64662792					
ENSCAFG00000043863	ENSCAFG00000043863.1	1	64620795	64622514					
ENSCAFG00000044225	ENSCAFG00000044225.1	1	64412597	64445004					
ENSCAFG00000041132	ENSCAFG00000041132.1	1	64618728	64619030					
ENSCAFG00000035397	ENSCAFG00000035397.2	1	64406322	64441328					
ENSCAFG00000042187	ENSCAFG00000042187.1	1	64327160	64327294	U2	RFAM			
ENSCAFG00000027742	ENSCAFG00000027742.1	1	64259533	64259635	U6	RFAM			
ENSCAFG00000041221	ENSCAFG00000041221.1	1	100121341	100122123					
ENSCAFG00000002028	ENSCAFG00000002028.5	1	91241509	91272495	VLDLR	VGNC Symbol	476336		
ENSCAFG00000034181	ENSCAFG00000034181.2	1	91086570	91136701					
ENSCAFG00000042401	ENSCAFG00000042401.1	1	91020597	91024424					
ENSCAFG00000000331	ENSCAFG00000000331.4	1	37065145	37066615					
ENSCAFG00000000144	ENSCAFG00000000144.5	1	20656190	20687998	CCDC68	VGNC Symbol	483973	E2R5L7	
ENSCAFG00000001030	ENSCAFG00000001030.4	1	64222666	64247818	HDDC2	VGNC Symbol			
ENSCAFG00000000330	ENSCAFG00000000330.3	1	37007912	37025570	FBXO30	VGNC Symbol	484023	E2R987	
ENSCAFG00000041307	ENSCAFG00000041307.1	1	36970115	36978131					
